Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-06-11,81.30693054199219,84.97651490391192,81.20527075656385,84.55291522831224,201662400
2020-06-12,82.00889587402344,84.18740853476542,80.90027823694467,83.44187634114364,200146000
2020-06-15,83.02310943603516,83.67424321088224,80.5032957450343,80.66547714891838,138808800
2020-06-16,85.2234115600586,85.49452156139306,83.44187587324252,85.07333742619001,165428800
2020-06-17,85.10480499267578,86.02704141186865,84.98377651365317,85.96652717235735,114406400
2020-06-18,85.13867950439453,85.55501768454005,84.53111429723695,85.06121952041615,96820400
2020-06-19,84.65215301513672,86.30782159170373,83.5459510308644,85.84307640546994,264476000
2020-06-22,86.86698913574219,87.00980187063504,84.99830891368086,85.0443003318489,135445200
2020-06-23,88.72115325927734,90.13718820813904,87.68998805980996,88.10874933547481,212155600
2020-06-24,87.15504455566406,89.26820486684538,86.78227469992099,88.35080675031271,192623200
2020-06-25,88.31208038330078,88.3508103921037,86.55232854521968,87.30996818337783,137522400
2020-06-26,85.59860229492188,88.42824869367755,85.4509437109353,88.20797597788908,205256800
2020-06-29,87.5713882446289,87.66579402801841,85.02978953914176,85.50664216317482,130646000
2020-06-30,88.30238342285156,88.58801627360432,87.14051287267962,87.15987418081895,140223200
2020-07-01,88.1353530883789,88.9220381809634,88.08694613026117,88.37983297329643,110737200
2020-07-02,88.1353530883789,89.67483914156468,88.02159341265586,89.0406511103845,114041600
2020-07-06,90.49298858642578,90.96015670821257,89.52959930495038,89.56106788910034,118655600
2020-07-07,90.21219635009766,91.64759214853022,90.10085223248505,90.87059148435713,112424400
2020-07-08,92.31327056884766,92.34473915860562,91.10056271828748,91.18770707353977,117092000
2020-07-09,92.71025085449219,93.25729463316677,91.66456287634601,93.20404179945581,125642800
2020-07-10,92.8724136352539,92.93051232943125,91.69602034280251,92.30600122922262,90257200
2020-07-13,92.44396209716797,96.77920255650146,92.2309508189821,94.17466765194148,191649200
2020-07-14,93.9737548828125,94.16497451911987,90.89479075588537,91.8267039304968,170989200
2020-07-15,94.62004089355469,96.0941665306234,93.42427921456142,95.84484821867892,153198000
2020-07-16,93.45580291748047,94.31026398444942,92.85792172532975,93.49453293082969,110577600
2020-07-17,93.26697540283203,94.06092201052024,92.79496133182224,93.90600938284572,92186800
2020-07-20,95.23246002197266,95.37043425049221,93.0103790882021,93.35410319288373,90318000
2020-07-21,93.9181137084961,96.09662665534265,93.66879530005893,96.02158957813295,103433200
2020-07-22,94.18193817138672,94.86211761268852,93.53322731563136,93.620364272229,89001600
2020-07-23,89.89512634277344,93.99314942038049,89.08665688068213,93.91568941051719,197004400
2020-07-24,89.67242431640625,90.01614846898383,86.31267234298356,88.09663844239333,185438800
2020-07-27,91.79769897460938,91.88968182119616,90.50996128337569,90.73264959796012,121214000
2020-07-28,90.28966522216797,91.54594138277622,90.28481935549645,91.36923715007886,103625600
2020-07-29,92.0203857421875,92.20435141750036,90.73506372270917,90.77137079362801,90329200
2020-07-30,93.13385009765625,93.23793283077006,90.7883172670131,91.1949712384762,158130000
2020-07-31,102.8839111328125,103.03398529349649,97.6215868383854,99.61614157613516,374336800
2020-08-03,105.47633361816406,108.09054616095987,104.4645371706777,104.76226254133908,308151200
2020-08-04,106.18070983886719,107.26996618839969,104.94379489849536,105.6651273181697,173071600
2020-08-05,106.56559753417969,106.88511455690511,105.43761099297775,105.90236369757778,121776800
2020-08-06,110.2835693359375,110.77736760867772,106.30899814130089,106.89719478834881,202428800
2020-08-07,107.77620697021484,110.26176460572711,106.98082882286342,109.80587577731004,198045600
2020-08-10,109.34270477294922,110.35875275642206,106.69710077257369,109.21903076531765,212403600
2020-08-11,106.09086608886719,109.10505737675727,105.83139636601508,108.60794885006547,187902400
2020-08-12,109.6167221069336,109.87376452711321,106.98566715289093,107.17965891895842,165598000
2020-08-13,111.5566635131836,112.55816241863091,110.5066629686095,110.9940770606822,210082000
2020-08-14,111.4572525024414,111.54697388434195,109.65067355223327,111.38208013380518,165565200
2020-08-17,111.16624450683594,112.60180865121056,110.54061480830164,112.57755783182,119561600
2020-08-18,112.09259033203125,112.51695384329368,110.58428087027461,110.91892299463439,105633600
2020-08-19,112.23323059082031,113.64454412496903,112.13866200158594,112.49997484302729,145538000
2020-08-20,114.7236557006836,114.83762792120191,112.25749399300557,112.27447031102837,126907200
2020-08-21,120.63563537597656,121.11819493819868,115.66936721789659,115.68148892938783,338054800
2020-08-24,122.07846069335938,124.91806397068724,120.2161130032418,124.83318239328597,345937600
2020-08-25,121.07695007324219,121.42129395286675,119.35767277780953,120.95328347307442,211495600
2020-08-26,122.7234878540039,123.17937664467517,121.32672345710665,122.39127306939878,163022400
2020-08-27,121.25640106201172,123.65708422717836,120.11425182681509,123.32486945527224,155552400
2020-08-28,121.05998992919922,122.64589153107447,120.83689273182479,122.22880256231407,187630000
2020-08-31,125.16539764404297,127.06655257654671,122.21668415759454,123.74924435405829,225702700
2020-09-01,130.1510467529297,130.75244043183687,126.61064913629612,128.77368605712132,151948100
2020-09-02,127.45452117919922,133.8369490459464,123.18664339139957,133.45865994566697,200119000
2020-09-03,117.25041961669922,124.97140947448622,116.88183227033254,123.09936731503697,257599600
2020-09-04,117.32801055908203,119.98573625952378,107.56037630423063,116.46473461185484,332607200
2020-09-08,109.43244934082031,115.41718621267334,109.29665359399448,110.52851712600398,231366600
2020-09-09,113.79730987548828,115.56266164657546,111.79916649731042,113.73911382379356,176940500
2020-09-10,110.08231353759766,116.8818312711873,109.12204164322466,116.74603554472291,182274400
2020-09-11,108.63705444335938,111.77007275174712,106.6971070425851,111.12988655734183,180860300
2020-09-14,111.8961410522461,112.44902563888213,109.413011315819,111.27535861813932,140150100
2020-09-15,112.07076263427734,115.26197700807842,110.19871308977739,114.77699015613865,184642000
2020-09-16,108.76314544677734,112.51694623083202,108.6758513682307,111.77006975767836,154679000
2020-09-17,107.02687072753906,108.83102200073318,105.44581661191643,106.42549190334795,178011000
2020-09-18,103.63199615478516,107.55069115379253,102.90451581240214,107.08510787884254,287104900
2020-09-21,106.77468872070312,106.88138640178967,100.00427017683465,101.40103443810513,195713800
2020-09-22,108.45275115966797,109.47122644967507,105.8823269140235,109.29663089711133,183055400
2020-09-23,103.90357971191406,108.74374613747926,103.56408301527631,108.2684611226227,150718700
2020-09-24,104.9705581665039,106.93960365288808,101.84724157417912,102.01213533208141,167743300
2020-09-25,108.90863037109375,109.06382969318265,104.43705165768294,105.17423363698332,149981400
2020-09-28,111.50817108154297,111.85736219121794,109.39362820642745,111.55667272467461,137672400
2020-09-29,110.66427612304688,111.84764500982021,110.15989314523581,111.11047045765872,99382200
2020-09-30,112.3326416015625,113.73910777869786,110.2084044241761,110.37329816208843,142675200
2020-10-01,113.283203125,114.18527875349272,112.35202947628338,114.10767909935542,116120400
2020-10-02,109.62638854980469,111.90583192133501,108.85041428317085,109.50029467405797,144712000
2020-10-05,113.00193786621094,113.14743540361185,110.14051836534591,110.48970949498322,106243800
